Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Congo, Rep.",COG,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,219999.9988,1789999.962,30360000.61,50659999.85,144309997.6,121459999.1,180149993.9,136520004.3,150850006.1,115019996.6,109819999.7,115839996.3,135660003.7,132360000.6,175830001.8,212139999.4,277709991.5,168119995.1,242929992.7,234919998.2,210860000.6,205460006.7,243690002.4,294980011,289380004.9,209860000.6,233199996.9,253199996.9,154929992.7,165630004.9,330519989,202470001.2,163899993.9,182130004.9,522190002.4,164839996.3,591070007.3,392320007.3,95750000,221000000,54419998.17,120089996.3,91989997.86,93489997.86,141179992.7,1676239990,297440002.4,108199996.9,443029998.8,272239990.2,1346569946,259190002.4,145509994.5,151919998.2,105959999.1,101550003.1,98919998.17,119199996.9,155960006.7,193470001.2,227970001.2,204020004.3,738789978,
Colombia,COL,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,-49090000.15,353690002.4,335920013.4,473200012.2,284179992.7,257119995.1,523159973.1,587150024.4,694710022,594419982.9,772929992.7,575140014.6,550010009.8,620500000,388250000,284519989,260290008.5,140339996.3,174139999.4,102769996.6,96610000.61,141929992.7,179419998.2,125529998.8,145990005.5,163449996.9,119680000.3,153410003.7,142460006.7,133490005.5,152669998.2,199649993.9,354579986.6,167860000.6,122730003.4,235080001.8,254720001.2,276540008.5,269200012.2,486959991.5,326089996.3,629609985.4,701900024.4,1172099976,730789978,847260009.8,1279540039,872229980.5,1135390015,1228709961,740489990.2,1098760010,829559997.6,897150024.4,1255880005,1553699951,1273630005,952599975.6,1902839966,951270019.5,1995719971,1916930054,1941589966,
Comoros,COM,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,43919998.17,67870002.75,55220001.22,41950000.76,55900001.53,58509998.32,57790000.92,82379997.25,122260002.1,79040000.92,95180000.31,45369998.93,43310001.37,52569999.69,104040000.9,119730003.4,102610000.6,101760002.1,120849998.5,133529998.8,102010002.1,100879997.3,90569999.69,78870002.75,68699996.95,97790000.92,68440002.44,70239997.86,55669998.17,51740001.68,51750000,43880001.07,58330001.83,32819999.69,32520000.46,46110000.61,43439998.63,33060001.37,31340000.15,27409999.85,36380001.07,44360000.61,40380001.07,50069999.69,72959999.08,53200000.76,100989997.9,80900001.53,74599998.47,74800003.05,61380001.07,74739997.86,96849998.47,80059997.56,139669998.2,153639999.4,146770004.3,
Cabo Verde,CPV,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,32759998.32,,,,,25579999.92,7260000.229,,59999.99866,,,,,,34180000.31,92610000.61,89419998.17,107690002.4,83589996.34,149089996.3,129399993.9,138210006.7,156619995.1,183149993.9,187669998.2,241850006.1,164100006.1,146740005.5,163449996.9,178259994.5,166770004.3,171429992.7,179860000.6,184919998.2,158429992.7,164119995.1,173589996.3,204800003.1,212949996.9,160949996.9,136710006.7,150619995.1,201179992.7,183470001.2,203570007.3,166440002.4,155830001.8,206720001.2,204149993.9,344529998.8,243919998.2,258869995.1,248500000,234270004.3,178000000,132399993.9,137740005.5,90000000,166929992.7,168250000,145240005.5,86559997.56,
Costa Rica,CRI,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,29079999.92,48049999.24,61650001.53,54450000.76,76319999.69,97680000.31,80000000,80430000.31,70360000.61,77849998.47,70330001.83,79779998.78,83230003.36,79029998.78,73550003.05,86540000.92,54090000.15,60040000.92,93379997.25,78860000.61,59659999.85,81459999.08,162880004.9,531690002.4,471559997.6,595630004.9,397299987.8,460519989,351950012.2,426429992.7,367149993.9,278589996.3,211330001.8,179039993.3,122360000.6,63819999.69,-330000.0131,11470000.27,47549999.24,10800000.19,53909999.85,35689998.63,28920000.08,53099998.47,34490001.68,38240001.68,35580001.83,68059997.56,76529998.78,105279998.8,92139999.39,36700000.76,32849998.47,33500000,55619998.93,126870002.7,112260002.1,107559997.6,104500000,58970001.22,219759994.5,79309997.56,665599975.6,
Caribbean small states,CSS,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,474479993.1,484880005.2,451509998.3,323770003.3,535040004.5,504699987.6,706719992.6,548119991.9,788110015.2,757289991.6,687870011.6,899769980.7,898390008,628309989.9,652520007.1,681329986.9,696600017.8,646309992.3,633330004.7,831930005.6,962600002.8,657869999.9,576050010.2,576749997.3,583729990.8,572529992.5,558059992.8,692739983.1,407600002.3,323690003.4,290379999.4,376910000.6,322890002.3,209960000.6,338929999.7,340870002,366190006.2,455319998.7,470659998.9,601410010.6,530730003.4,328569999.7,297059999.3,338230001.7,349840009.7,212289998.3,205130000.1,241499996.2,357770004.3,514539993.3,549110000.6,644149999.6,,
Cuba,CUB,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,1950000.048,1490000.01,300000.0119,-1250000,3289999.962,4079999.924,5019999.981,5079999.924,4340000.153,8369999.886,12130000.11,15319999.69,19909999.85,24379999.16,60360000.61,68870002.75,160339996.3,147949996.9,147070007.3,123050003.1,110730003.4,70610000.61,92309997.56,96919998.17,98580001.83,111940002.4,91360000.61,93639999.39,107989997.9,106500000,80300003.05,55560001.37,35180000.31,68599998.47,70870002.75,88260002.14,80459999.08,100120002.7,121680000.3,94010002.14,77739997.86,94300003.05,101680000.3,106379997.3,125930000.3,109349998.5,98690002.44,106500000,126000000,117080001.8,137850006.1,86459999.08,85120002.75,99269996.64,226639999.4,620520019.5,3091629883,752830017.1,766489990.2,497790008.5,555210022,152399993.9,145179992.7,
Curacao,CUW,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,10260000.23,6949999.809,9699999.809,6679999.828,11819999.69,2309999.943,3710000.038,2660000.086,1490000.01,970000.0286,920000.0167,159999.9964,4289999.962,4139999.866,22100000.38,2289999.962,4769999.981,-409999.9964,79999.99821,-529999.9714,-1389999.986,-660000.0262,-2549999.952,-5369999.886,419999.9869,4750000,-6289999.962,-1370000.005,-2920000.076,-1950000.048,529999.9714,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,248539993.3,186440002.4,132610000.6,97660003.66,39450000.76,54500000,12020000.46,9640000.343,5889999.866,23129999.16,43349998.47,37650001.53,43830001.83,41049999.24,100569999.7,126589996.3,218850006.1,337200012.2,152589996.3,84919998.17,135449996.9,123559997.6,83930000.31,50270000.46,46200000.76,92110000.61,76610000.61,82790000.92,82029998.78,75980003.36,66540000.92,65900001.53,41439998.63,54479999.54,68559997.56,30459999.08,33090000.15,64059997.56,52349998.47,84099998.47,96029998.78,84830001.83,52860000.61,20500000,73419998.17,,,,,,,,,,,,,,,,,,,
Czechia,CZE,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23030000.69,377790008.5,202929992.7,155059997.6,226149993.9,196039993.3,174410003.7,172559997.6,677500000,499130004.9,783520019.5,564789978,267299987.8,360200012.2,340179992.7,,,,,,,,,,,,,,,,,,,
Germany,DEU,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,46509998.32,68169998.17,65440002.44,69580001.83,83430000.31,70440002.44,75739997.86,90230003.36,130429992.7,120730003.4,99150001.53,157679992.7,314859985.4,58250000,174220001.2,165479995.7,156460006.7,178759994.5,287630004.9,228960006.7,253119995.1,196550003.1,163949996.9,135369995.1,323019989,158979995.7,156589996.3,205160003.7,178259994.5,122330001.8,120139999.4,119470001.2,112370002.7,107769996.6,107400001.5,97739997.86,113639999.4,104349998.5,77410003.66,88040000.92,132990005.5,107830001.8,133289993.3,156289993.3,129929992.7,138100006.1,147199996.9,149179992.7,165399993.9,195820007.3,209899993.9,156970001.2,188589996.3,281670013.4,273609985.4,175940002.4,65569999.69,
Dominica,DMA,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,449999.9881,19600000.38,35290000.92,19610000.61,21129999.16,27260000.23,28489999.77,45770000.46,40060001.37,44630001.07,27600000.38,42189998.63,47040000.92,27979999.54,31409999.85,33560001.37,43310001.37,30809999.47,27370000.84,18540000.92,14350000.38,27590000.15,29590000.15,57439998.63,19079999.92,28510000.23,12380000.11,21079999.92,30299999.24,41220001.22,14100000.38,32979999.54,25440000.53,22860000.61,18620000.84,20469999.31,35340000.15,33110000.61,22889999.39,26040000.92,19799999.24,15989999.77,13270000.46,9529999.733,21600000.38,28979999.54,56240001.68,68519996.64,79069999.69,62479999.54,
Denmark,DNK,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,1450000.048,1179999.948,147679992.7,313709991.5,153289993.3,505390014.6,326200012.2,354399993.9,251289993.3,191960006.7,196800003.1,130190002.4,124699996.9,93949996.95,71610000.61,80300003.05,91260002.14,53069999.69,63229999.54,134630004.9,185029998.8,163320007.3,243089996.3,152940002.4,342600006.1,378529998.8,148690002.4,219479995.7,193940002.4,234429992.7,145350006.1,117889999.4,109400001.5,-16309999.47,83599998.47,109599998.5,105129997.3,88769996.64,157690002.4,265299987.8,85480003.36,169570007.3,233289993.3,105849998.5,121580001.8,116519996.6,102050003.1,156240005.5,182669998.2,145660003.7,206300003.1,240229995.7,277279998.8,152479995.7,168979995.7,320079986.6,201360000.6,130699996.9,95949996.95,141410003.7,393579986.6,448420013.4,408880004.9,
Algeria,DZA,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,3217100098,3846669922,3254949951,2192239990,1691989990,1074479980,891000000,751580017.1,805580017.1,863460022,853090026.9,814140014.6,631500000,604890014.6,576330017.1,893880004.9,530820007.3,432119995.1,544400024.4,270529998.8,477029998.8,468850006.1,405100006.1,266190002.4,393329986.6,558349975.6,387619995.1,411079986.6,311929992.7,295950012.2,499529998.8,310779998.8,517130004.9,488209991.5,441369995.1,387890014.6,404700012.2,367230011,632390014.6,212740005.5,336059997.6,350190002.4,306239990.2,323529998.8,382559997.6,409440002.4,271690002.4,403190002.4,309769989,289829986.6,205490005.5,189639999.4,152899993.9,205179992.7,157050003.1,80559997.56,164979995.7,195089996.3,153720001.2,189529998.8,222000000,214449996.9,232929992.7,
East Asia & Pacific (excluding high income),EAP,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,4281240025,4005609999,4531809997,4007389986,4085700004,5661820020,6524210052,7714250049,7816209811,8002090063,8516950014,9155199788,9440769992,9017450007,10164019938,7743429962,6416770017,5659400039,6901419886,7418650095,7714329978,8504669964,8383050078,8494500057,8767069970,9071229869,8781500024,8805880117,9375250085,9838569831,10458310027,9614839995,11877010003,11166139936,11118030031,10255410155,9094910047,8463760018,10625599823,11542389887,10501440207,9972990009,9699370077,8489900113,7726770023,10373529899,8531520051,8665169972,8339029965,9611239915,9155270021,6784719940,8227229968,11195120082,8868570066,9015719944,8214610125,8666000048,8167589973,7250459941,12714009917,9819090023,,
Early-demographic dividend,EAR,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,20302969837,21172679600,19274530019,25571179935,31675259723,40002559592,39462889457,34458280592,34367410370,37810480443,40879560088,37262589782,35967730072,34567429837,34863069365,36027439722,34743570080,31397960557,29695730043,29752069888,39982049756,41444389416,35023300234,29945950119,31495549839,24855580014,27407349977,24256269801,26300630152,25339769740,24176290134,28744329949,28357610021,26151500005,24836269899,26948209917,25795290070,25380470057,29989330001,33103760127,35220259978,35905539763,34477539923,45691910055,43576750047,47572319744,52838970552,54212169319,57837230150,54560659460,63352999918,62844090361,,
East Asia & Pacific,EAS,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,6793360034,6417450081,6718070032,6450480003,5625759957,7793750073,8926790071,10297290078,10117559851,10938360152,11034490062,11997249843,12290069987,11190539946,11965329976,9413729966,7910010040,7352400064,8259739857,8795620094,9110889978,10351749960,9740500080,9863400070,10117249961,10379969859,10230680030,10240680117,10714040087,11417459828,11541750020,10677219986,12756370003,12353129930,12117930041,11399130153,9953860060,9284220007,11649499827,12464239880,11568960221,10993760026,10766950055,9253690123,8924850055,10373529899,8531520051,8665169972,8339029965,9611239915,9155270021,6784719940,8227229968,11195120082,8868570066,9015719944,8214610125,8666000048,8167589973,7250459941,12714009917,9819090023,,
Europe & Central Asia (excluding high income),ECA,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,1495450012,2724199951,2783170044,2671000000,1798749939,1800640015,2226580017,1418500011,1166010010,1204629974,836259964,1147909986,1371419998,961379974.4,419000000,291400001.5,634419990.5,315699995,308660003.7,1384719986,2210519989,1785839943,1561530039,887660007.5,601659970.3,505530004.5,743069992.1,657120018,484210008.6,313480004.8,2896699947,7005589991,5888609991,8575130137,7891880096,7660339970,7302600006,6776369959,8125130015,10563209778,10364699834,10023029981,12021859940,8621780009,8783410033,5471499998,6623670017,5889950018,6784389982,7551289930,6987559971,9645739980,9681869971,8457730035,9711700086,9148160010,10493259958,10275830095,8221490032,7484080070,10809940141,9199500044,,
Europe & Central Asia,ECS,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,1746070006,2921189954,2926330045,2803040004,1986549943,1916600014,2254350017,1708880017,1345010010,1393719980,1100179958,1366329991,1627619991,1112229973,649760006,549440000.5,1033269996,774029987.3,584400002,1603349991,2563709987,2103219938,1821460049,1123409999,844499971.9,800540011.4,951359990.8,863010015,663650010.1,514400003.9,5606799902,13674770033,11596909902,14472640175,14219830214,15058190050,11949549947,10592049958,13137669962,17405199778,17441299746,15867320023,16886779837,13714889940,14071490035,5611100004,6841000019,6053870016,7006489988,7710099928,7115189968,9645739980,9681869971,8457730035,9711700086,9148160010,10493259958,10275830095,8221490032,7484080070,10809940141,9199500044,,
Ecuador,ECU,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,46689998.63,80449996.95,91010002.14,111459999.1,124680000.3,140160003.7,159339996.3,168240005.5,139190002.4,102819999.7,127160003.7,131089996.3,109239997.9,146740005.5,128360000.6,155889999.4,186919998.2,118250000,91309997.56,144940002.4,78790000.92,92779998.78,111459999.1,135350006.1,189960006.7,204410003.7,211750000,360079986.6,278820007.3,248880004.9,233559997.6,308790008.5,317160003.7,282200012.2,279170013.4,238020004.3,310119995.1,229350006.1,259350006.1,227070007.3,248009994.5,278940002.4,363339996.3,285390014.6,246179992.7,320959991.5,261239990.2,251119995.1,255550003.1,241740005.5,180149993.9,190639999.4,163630004.9,157020004.3,169179992.7,368950012.2,277779998.8,233759994.5,427600006.1,554679992.7,363450012.2,300779998.8,397079986.6,
"Egypt, Arab Rep.",EGY,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,1568579956,802210022,1262439941,1427560059,1607050049,847640014.6,641440002.4,234070007.3,226119995.1,62139999.39,1196449951,879299987.8,800190002.4,4425069824,6167149902,9945500000,9292160156,9320690430,8368879883,4420859863,3672429932,3346129883,3696610107,3595770020,4341430176,4188890137,3556649902,3450389893,2780820068,3074780029,10273740234,8887780273,5872660156,3812699951,4088040039,2753850098,3074620117,2968330078,2991669922,2428520020,2154489990,2070050049,1986390015,1417770020,1940959961,1334089966,1095729980,1351969971,1872239990,1049040039,638750000,415739990.2,1661069946,5420160156,3575070068,2956889893,2945629883,168600006.1,2218429932,1858619995,1649130005,7941390137,6080490234,
Euro area,EMU,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,190249996.2,140860000.6,126180004.1,184680007.9,196300003.1,252209999.1,326300003.1,430059997.6,264110000.6,215160003.7,167610004.4,266119995.1,153720001.2,175580005.6,76209999.08,136979999.5,87369998.93,75949998.14,72970002.65,63299996.38,81980000.5,302249996.7,524939996.2,394359993,533310005.2,607380001.1,644439994.8,682760002.1,815180000.3,1101389996,829789989.5,1080040009,798319986.3,1041449991,1043220000,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,189999.9976,,3079999.924,9670000.076,6420000.076,,7489999.771,15210000.04,11300000.19,11689999.58,14449999.81,11819999.69,11819999.69,12050000.19,,2190000.057,3789999.962,3529999.971,,7179999.828,,1460000.038,114330001.8,241110000.6,213199996.9,228119995.1,184399993.9,253350006.1,233520004.3,293559997.6,479239990.2,358049987.8,441519989,345260009.8,442690002.4,146160003.7,134889999.4,117400001.5,146000000,173029998.8,127529998.8,138440002.4,81599998.47,84790000.92,106949996.9,76510002.14,88209999.08,90389999.39,290730011,65000000,43950000.76,57270000.46,
Spain,ESP,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21520000.46,149899993.9,69330001.83,68139999.39,78889999.39,81209999.08,100870002.7,140429992.7,132250000,113000000,123080001.8,92790000.92,116010002.1,165960006.7,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,141089996.3,172570007.3,188110000.6,174850006.1,112459999.1,143199996.9,165350006.1,177350006.1,277820007.3,231360000.6,272989990.2,276570007.3,260890014.6,331109985.4,542030029.3,523190002.4,546210022,393309997.6,429399993.9,520549987.8,522169982.9,657789978,547789978,935479980.5,1064300049,2033469971,1464479980,1233680054,1791010010,1330810059,1615170044,1719280029,1731550049,1662310059,1598859985,1196900024,1120660034,868049987.8,1011669983,975739990.2,1101900024,1780010010,2053000000,2254320068,2330800049,2420620117,2408520020,2418750000,2974540039,3069139893,3799300049,3615429932,3418760010,4032840088,3679389893,3635459961,4662359863,4629129883,5317459961,5117689941,5648850098,4070649902,4993240234,
European Union,EUU,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,190249996.2,140860000.6,126180004.1,184680007.9,196300003.1,252209999.1,326300003.1,430059997.6,264110000.6,215160003.7,167610004.4,266119995.1,153720001.2,175580005.6,76209999.08,136979999.5,87369998.93,75949998.14,72970002.65,63299996.38,2651149945,6703770047,3575209975,2707420021,4287090080,5439890209,3237489983,2987280010,3966939995,4730670010,5590669949,5729240036,3994929926,4688289988,5368880095,139600006.1,217330001.8,163919998.2,222100006.1,158809997.6,127629997.3,250000,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,5266690069,5429919968,6208219964,7808389914,11922489978,12590870072,11888270020,13367289941,13188750042,16397800274,16661480182,17399029879,16152309863,15038460075,14947680061,17165269932,15121840179,15161740084,13872359859,13621809946,16067670065,15172919996,14381860194,13985359947,15897949919,12229910067,11563650054,11254089988,11646629931,10950750007,11283640074,14285929984,18675520100,26273590144,25273040073,55090439594,46765929930,37860419720,39270570263,37161510057,39311749899,38587360199,36515000319,42446759985,39825209898,42647369999,48811550238,54197549757,58828910173,57007889656,64136479752,57701180786,,
Finland,FIN,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,11489999.77,10300000.19,107029998.8,43209999.08,32439998.63,38779998.78,34689998.63,23389999.39,53740001.68,73059997.56,60759998.32,81720001.22,58369998.93,91160003.66,79489997.86,95910003.66,121370002.7,104989997.9,99629997.25,101980003.4,99120002.75,110250000,96930000.31,92620002.75,89980003.36,93930000.31,102330001.8,74769996.64,99970001.22,76819999.69,88379997.25,77839996.34,107010002.1,96790000.92,62209999.08,62590000.15,63849998.47,65610000.61,58729999.54,51330001.83,45509998.32,44229999.54,52950000.76,69440002.44,83919998.17,83629997.25,72360000.61,58400001.53,50020000.46,70709999.08,74839996.34,66000000,94500000,87339996.34,93040000.92,118480003.4,134809997.6,160119995.1,130770004.3,142580001.8,207160003.7,609369995.1,384350006.1,
France,FRA,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709999.9785,15069999.69,94889999.39,158830001.8,105339996.3,176759994.5,127250000,112870002.7,156600006.1,143029998.8,198240005.5,159820007.3,158720001.2,117400001.5,139550003.1,138759994.5,140910003.7,111550003.1,147110000.6,71540000.92,144020004.3,164259994.5,160649993.9,132250000,92300003.05,56720001.22,107980003.4,105480003.4,98319999.69,179820007.3,130759994.5,146880004.9,
Gabon,GAB,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,189999.9976,5659999.847,25450000.76,34909999.85,115360000.6,98239997.86,97930000.31,104949996.9,92839996.34,127580001.8,170020004.3,159490005.5,159899993.9,209369995.1,110220001.2,222869995.1,120699996.9,91400001.53,126309997.6,94050003.05,123819999.7,107620002.7,164479995.7,179149993.9,224949996.9,179080001.8,172740005.5,153039993.3,187550003.1,238789993.3,200750000,218639999.4,97819999.69,149809997.6,261799987.8,190850006.1,166330001.8,58790000.92,66430000.31,73389999.39,22120000.84,14039999.96,114510002.1,-13000000,48849998.47,59069999.69,35439998.63,55130001.07,61630001.07,77669998.17,103489997.9,64309997.56,69559997.56,86379997.25,109599998.5,113230003.4,47080001.83,118540000.9,123680000.3,127239997.9,56049999.24,98550003.05,145809997.6,
United Kingdom,GBR,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000.0143,23450000.76,172100006.1,279399993.9,291709991.5,432429992.7,358119995.1,312480011,365869995.1,266920013.4,462369995.1,479739990.2,315209991.5,402130004.9,364470001.2,429910003.7,350089996.3,798609985.4,708270019.5,654030029.3,569260009.8,694669982.9,667880004.9,581940002.4,512450012.2,527619995.1,498959991.5,626739990.2,539630004.9,1105339966,769179992.7,400000000,
Ghana,GHA,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,22010000.23,21790000.92,41400001.53,129139999.4,153639999.4,317109985.4,397000000,317640014.6,433019989,458359985.4,402649993.9,369130004.9,326079986.6,207619995.1,160130004.9,497000000,242220001.2,322489990.2,357019989,480429992.7,482130004.9,384760009.8,389399993.9,300040008.5,600820007.3,534690002.4,799669982.9,785669982.9,1004260010,1245680054,877859985.4,1329119995,888020019.5,923450012.2,739500000,816419982.9,854469970.7,703349975.6,989710022,854030029.3,881750000,1040209961,1061709961,1330760010,1703209961,1381729980,1437959961,978880004.9,1056069946,1428030029,1821300049,1858819946,1857920044,1354650024,1145119995,2010489990,1503300049,1409150024,1147050049,991859985.4,2339939941,1238469971,1077420044,
Gibraltar,GIB,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,5000000,8939999.58,4250000,-100000.0015,4010000.229,9460000.038,15029999.73,22680000.31,8060000.42,11960000.04,23690000.53,30909999.85,30840000.15,43110000.61,41159999.85,15789999.96,16389999.39,22350000.38,14399999.62,21040000.92,27209999.08,18590000.15,8310000.42,9819999.695,34090000.15,88669998.17,53209999.08,31540000.92,30309999.47,850000.0238,889999.9857,3859999.895,4579999.924,-19999.99955,899999.9762,300000.0119,-360000.0143,509999.9905,300000.0119,39999.99911,59999.99866,1259999.99,19999.99955,39999.99911,230000.0042,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,1330000.043,18219999.31,69709999.08,155820007.3,92889999.39,155399993.9,89269996.64,47790000.92,35619998.93,84900001.53,74059997.56,58209999.08,26680000.31,60529998.78,87480003.36,97669998.17,39779998.78,77819999.69,189100006.1,153300003.1,222800003.1,284420013.4,308029998.8,184220001.2,340929992.7,314589996.3,378630004.9,408899993.9,441540008.5,659500000,456209991.5,580390014.6,640219970.7,605700012.2,513750000,524609985.4,403679992.7,563760009.8,520419982.9,351040008.5,236580001.8,463880004.9,391940002.4,339140014.6,341260009.8,237809997.6,205830001.8,222800003.1,325079986.6,250440002.4,232690002.4,201880004.9,649750000,468390014.6,568849975.6,615840026.9,643219970.7,524739990.2,698299987.8,611650024.4,769109985.4,592090026.9,525710022,
"Gambia, The",GMB,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,5750000,14689999.58,25040000.92,49900001.53,23899999.62,37119998.93,28180000.31,23959999.08,45580001.83,27440000.53,10899999.62,23479999.54,30690000.53,35750000,50450000.76,35860000.61,46919998.17,82739997.86,113050003.1,96900001.53,133539993.3,182479995.7,124639999.4,109940002.4,144589996.3,133699996.9,235479995.7,201419998.2,155169998.2,186720001.2,158839996.3,157949996.9,161669998.2,126660003.7,97459999.08,60959999.08,50220001.22,57930000.31,58419998.17,49869998.93,76360000.61,83129997.25,96110000.61,83040000.92,76160003.66,72989997.86,86779998.78,99980003.36,90739997.86,113919998.2,124980003.4,132500000,141570007.3,113339996.3,100480003.4,122830001.8,104379997.3,319160003.7,250649993.9,208360000.6,319910003.7,247899993.9,284880004.9,
Guinea-Bissau,GNB,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,,9760000.229,,,,,23629999.16,5210000.038,,839999.9738,,1330000.043,,50000.00075,45220001.22,79209999.08,89529998.78,134300003.1,152339996.3,137039993.3,137800003.1,165210006.7,171589996.3,175789993.3,162059997.6,159850006.1,155679992.7,213770004.3,180850006.1,220529998.8,205380004.9,177190002.4,158139999.4,145380004.9,283720001.2,155309997.6,251729995.7,186149993.9,142800003.1,83010002.14,141080001.8,108019996.6,98190002.44,198020004.3,96300003.05,80889999.39,103019996.6,115019996.6,115199996.9,134529998.8,132940002.4,116989997.9,83120002.75,107239997.9,110959999.1,109279998.8,223110000.6,126370002.7,164149993.9,122959999.1,156080001.8,169100006.1,156160003.7,
